timestamp,symbol,open_interest,mark_price,funding_rate
2026-09-12T14:05:00.219741+00:00,BTCUSDT,103718.326,77334.0,3.582e-05
2026-09-12T14:05:00.219741+00:00,ETHUSDT,2336228.323,2541.99,5.395e-05
