timestamp,symbol,action,reason,signal,price,fill_price,qty,fee,realized_pnl,cash,margin_locked,equity,position_side,position_id,funding_paid
2026-09-12T14:04:57.865639+00:00,BTCUSDT,HOLD,,HOLD,77329.2,0.0,0.0,0.0,0.0,5000.0,0.0,5000.0,,,0.0
2026-09-12T14:04:57.865639+00:00,ETHUSDT,HOLD,,HOLD,2543.62,0.0,0.0,0.0,0.0,5000.0,0.0,5000.0,,,0.0
