timestamp,symbol,action,signal,reason,price,trade_qty,cash,coin_qty,portfolio_value,ema_short,ema_long,rsi
2026-08-20T09:31:13.806002+00:00,ETHUSDT,HOLD,HOLD,HOLD,2284.56,0.0,4984.4589067131,0.0,4984.4589067131,2286.33,2277.75,57.4
2026-08-20T10:04:13.270148+00:00,BTCUSDT,HOLD,HOLD,HOLD,71789.97,0.0,5000.0,0.0,5000.0,71820.03,71535.89,62.63
2026-08-20T10:04:13.270148+00:00,ETHUSDT,HOLD,HOLD,HOLD,2278.56,0.0,4984.4589067131,0.0,4984.4589067131,2283.59,2280.22,50.64
2026-08-20T10:44:47.552264+00:00,BTCUSDT,HOLD,HOLD,HOLD,71864.01,0.0,5000.0,0.0,5000.0,71980.65,71796.76,55.67
2026-08-20T10:44:47.552264+00:00,ETHUSDT,HOLD,HOLD,HOLD,2284.35,0.0,4984.4589067131,0.0,4984.4589067131,2285.46,2283.22,53.28
2026-08-20T11:12:21.599531+00:00,BTCUSDT,HOLD,HOLD,HOLD,71958.0,0.0,5000.0,0.0,5000.0,71966.3,71863.0,56.55
2026-08-20T11:12:21.599531+00:00,ETHUSDT,HOLD,HOLD,HOLD,2289.33,0.0,4984.4589067131,0.0,4984.4589067131,2286.73,2284.6,56.95
2026-08-20T11:46:41.049244+00:00,BTCUSDT,HOLD,HOLD,HOLD,72154.01,0.0,5000.0,0.0,5000.0,72073.45,71965.31,59.29
2026-08-20T11:46:41.049244+00:00,ETHUSDT,HOLD,HOLD,HOLD,2307.26,0.0,4984.4589067131,0.0,4984.4589067131,2298.93,2292.26,67.69
2026-08-20T12:17:20.699432+00:00,BTCUSDT,HOLD,HOLD,HOLD,71792.11,0.0,5000.0,0.0,5000.0,71902.19,71923.7,46.88
2026-08-20T12:17:20.699432+00:00,ETHUSDT,HOLD,SELL,SELL,2274.43,0.0,4984.4589067131,0.0,4984.4589067131,2290.43,2291.48,38.81
2026-08-20T13:23:05.254644+00:00,BTCUSDT,HOLD,HOLD,HOLD,71952.6,0.0,5000.0,0.0,5000.0,71926.67,71899.37,52.88
2026-08-20T13:23:05.254644+00:00,ETHUSDT,HOLD,HOLD,HOLD,2292.68,0.0,4984.4589067131,0.0,4984.4589067131,2289.42,2288.26,54.77
2026-08-20T14:08:35.211154+00:00,BTCUSDT,HOLD,HOLD,HOLD,71737.26,0.0,5000.0,0.0,5000.0,71723.18,71781.76,48.12
2026-08-20T14:08:35.211154+00:00,ETHUSDT,HOLD,HOLD,HOLD,2280.76,0.0,4984.4589067131,0.0,4984.4589067131,2279.09,2282.24,47.82
2026-08-20T14:55:21.968020+00:00,BTCUSDT,HOLD,HOLD,HOLD,71749.5,0.0,5000.0,0.0,5000.0,71630.04,71684.5,51.6
2026-08-20T14:55:21.968020+00:00,ETHUSDT,HOLD,HOLD,HOLD,2278.96,0.0,4984.4589067131,0.0,4984.4589067131,2278.07,2279.86,48.38
2026-08-20T15:39:19.555146+00:00,BTCUSDT,HOLD,HOLD,HOLD,72514.85,0.0,5000.0,0.0,5000.0,72183.87,71990.42,65.9
2026-08-20T15:39:19.555146+00:00,ETHUSDT,HOLD,HOLD,HOLD,2310.84,0.0,4984.4589067131,0.0,4984.4589067131,2299.01,2291.12,65.3
2026-08-20T16:12:09.801336+00:00,BTCUSDT,HOLD,HOLD,HOLD,72490.0,0.0,5000.0,0.0,5000.0,72358.14,72184.57,60.84
2026-08-20T16:12:09.801336+00:00,ETHUSDT,HOLD,HOLD,HOLD,2328.16,0.0,4984.4589067131,0.0,4984.4589067131,2316.85,2305.12,64.85
2026-08-20T16:54:27.610764+00:00,BTCUSDT,HOLD,HOLD,HOLD,72568.0,0.0,5000.0,0.0,5000.0,72457.72,72325.68,60.56
2026-08-20T16:54:27.610764+00:00,ETHUSDT,HOLD,HOLD,HOLD,2342.79,0.0,4984.4589067131,0.0,4984.4589067131,2331.23,2319.2,66.16
